512 0.820189 0.364135 2.2524311038
768 2.804245 1.182655 2.3711437401
1024 9.360838 3.675728 2.5466623210
1280 16.942574 6.373230 2.6583967627
1536 52.386819 18.009040 2.9089179101
1792 56.864462 20.041298 2.8373642266
2048 151.069663 53.171101 2.8411986992
