512 0.673696 0.188075 1 3.5820603482
768 1.881582 0.559463 1 3.3631929189
1024 5.759582 1.711696 1 3.3648393172
1280 12.354713 3.488310 1 3.5417474364
1536 22.747422 6.705410 1 3.3923983768
1792 36.626230 10.118047 1 3.6198912695
2048 239.705662 70.780734 1 3.3865947476
