512 0.676276 0.182831 1 3.6989132039
1024 5.854846 1.655612 1 3.5363635924
1536 23.135003 6.808591 1 3.3979134596
2048 240.679020 67.820290 1 3.5487760373
2560 141.308941 51.584026 1 2.7393934122
3072 818.617486 231.216820 1 3.5404754982
3584 463.974300 223.149072 1 2.0792123213
4096 1947.605507 562.033420 1 3.4652841587
